544	3754	52
545	5585	657
546	2484	220
547	4401	820
548	5882	120
549	5377	80
550	2952	331
551	4177	998
552	5571	322
553	2656	993
554	1844	172
555	2514	638
556	5635	168
557	4522	715
558	5393	481
559	4943	324
560	5174	289
561	3940	75
562	3340	561
563	1889	185
564	1051	795
565	5658	258
566	1717	77
567	5454	995
568	1171	972
569	2879	179
570	2929	790
571	5964	405
572	4455	285
573	4542	170
574	3338	985
575	5649	498
576	2390	559
577	1948	137
578	4513	582
579	3344	359
580	1211	185
581	5609	422
582	1950	85
583	3062	855
584	2132	727
585	4013	915
586	1065	623
587	5487	56
588	2264	207
589	2637	215
590	5126	56
591	4341	83
592	5259	439
593	5674	634
594	5157	761
595	2160	508
596	3203	53
597	1132	237
598	5273	572
599	1595	624
600	5143	871
601	5464	772
602	2603	20
603	2970	697
604	4174	181
605	5159	513
606	1846	285
607	3475	42
608	3334	845
609	3676	798
610	1474	813
611	770	510
612	3089	119
613	3042	17
614	3565	667
615	1718	724
616	898	742
617	2691	965
618	1528	916
619	4532	841
620	751	243
621	5882	661
622	5571	763
623	2240	188
624	3501	41
625	4617	19
626	752	372
627	3232	27
628	5242	390
629	2398	242
630	3761	412
631	1526	989
632	5938	118
633	3219	475
634	5518	559
635	5389	582
636	1341	721
637	4877	905
638	5123	353
639	3830	689
640	5085	255
641	3287	501
642	5617	174
643	4482	667
644	2098	350
645	1270	768
646	3855	482
647	2094	598
648	1156	990
649	4262	802
650	2222	816
651	2174	970
652	1524	158
653	5457	290
654	3790	574
655	1714	505
656	4931	633
657	2892	324
658	5594	656
659	1022	815
660	2840	810
661	1817	560
662	3092	118
663	5925	640
664	3126	191
665	5034	846
666	4307	790
667	2825	12
668	5874	519
669	2527	770
670	2161	425
671	1140	691
672	1538	604
673	5835	964
674	1062	940
675	4274	431
676	5620	858
677	2806	479
678	3907	719
679	3446	38
680	1610	259
681	5106	393
682	4705	347
683	5066	10
684	1924	403
685	2538	405
686	2347	291
687	3557	980
688	4547	521
689	2827	849
690	1488	23
691	3724	518
692	3433	388
693	5559	824
694	2776	923
695	2853	258
696	701	307
697	3870	18
698	3844	691
699	5652	813
700	4830	960
701	4580	667
702	3842	270
703	1334	638
704	2386	419
705	4686	85
706	2381	671
707	5413	150
708	4345	314
709	5349	369
710	2974	1
711	3971	309
712	5978	90
713	2844	5
714	4371	522
715	2745	36
716	3806	590
717	1064	189
718	2239	905
719	5602	247
720	2117	280
721	3377	974
722	1604	322
723	5683	331
724	2912	449
725	2446	280
726	5008	566
727	2729	779
728	2515	425
729	4252	504
730	5283	116
731	5708	797
732	871	717
733	3341	728
734	3887	701
735	5251	784
736	2758	632
737	1236	151
738	3325	644
739	1428	675
740	1489	75
741	3808	244
742	1719	107
743	1881	21
744	1793	290
745	5185	867
746	1941	422
747	2720	152
748	2471	709
749	5688	455
750	5063	213
751	4561	718
752	3827	547
753	5424	182
754	3162	233
755	2203	699
756	2219	997
757	2578	791
758	3504	702
759	3901	927
760	3315	479
761	3464	312
762	5226	993
763	3609	967
764	2023	950
765	5023	787
766	4423	684
767	5210	937
768	2533	870
769	4164	647
770	1837	42
771	3645	974
772	732	148
773	3771	239
774	1055	591
775	4000	633
776	1255	16
777	5793	346
778	4361	418
779	5273	598
780	5985	925
781	5639	516
782	2910	498
783	5980	604
784	1468	418
785	3055	660
786	952	958
787	4471	453
788	5588	549
789	2319	707
790	2889	311
791	5469	659
792	2431	183
793	4313	688
794	4526	506
795	2003	929
796	734	57
797	4138	290
798	1278	41
799	3649	510
800	1501	976
801	1193	650
802	1476	964
803	3802	147
804	2308	509
805	2940	143
806	1290	157
807	1677	687
808	831	274
809	1699	235
810	5021	309
811	5373	640
812	1611	516
813	4161	992
814	2337	422
815	2518	882
816	5955	797
817	3643	438
818	1854	251
819	3415	364
820	3867	535
821	2735	214
822	1140	104
823	5032	851
824	5320	963
825	2105	836
826	5214	323
827	4376	843
828	1198	454
829	3229	631
830	2342	594
831	5141	882
832	1577	541
833	1500	315
834	3885	748
835	3183	775
836	4732	826
837	4073	281
838	5600	669
839	3646	69
840	4400	804
841	1334	347
842	1528	508
843	860	670
844	1245	713
845	2519	764
846	4799	882
847	984	4
848	4393	503
849	952	543
850	5746	503
851	2020	125
852	3317	492
853	1098	27
854	4334	413
855	5564	426
856	5458	409
857	5644	507
858	3213	492
859	4544	659
860	3405	482
861	1823	889
862	2841	705
863	703	880
864	4788	633
865	3794	423
866	3989	14
867	1317	196
868	3636	996
869	5219	666
870	2989	4
871	5912	690
872	4914	918
873	5290	365
874	5726	547
875	3506	206
876	4817	390
877	869	471
878	2239	362
879	4518	790
880	3299	196
881	2053	54
882	5094	496
883	4965	885
884	2247	738
885	5749	480
886	4084	61
887	1900	507
888	3340	522
889	1192	487
890	5144	636
891	5634	225
892	1247	379
893	4120	232
894	5902	646
895	5496	193
896	2155	64
897	1625	237
898	4665	931
899	5262	300
900	1297	982
901	1086	212
902	3849	51
903	3704	717
904	1562	526
905	5853	769
906	2121	235
907	5737	855
908	2102	31
909	5734	451
910	5205	574
911	5484	647
912	5110	760
913	1782	576
914	5393	990
915	4720	568
916	4204	794
917	2680	857
918	3682	720
919	4039	53
920	5001	929
921	1063	457
922	4269	137
923	5601	41
924	1298	320
925	5851	718
926	5897	411
927	3082	540
928	1119	427
929	2709	835
930	5184	992
931	5104	173
932	4762	405
933	1269	475
934	5260	94
935	2247	545
936	2824	898
937	4088	922
938	3375	447
939	5854	696
940	5125	164
941	3148	566
942	795	42
943	3811	252
944	2522	835
945	4821	137
946	2505	796
947	1794	820
948	1217	896
949	4357	269
950	854	451
951	1654	20
952	846	428
953	2377	84
954	4784	529
955	883	633
956	3107	684
957	5996	683
958	3507	266
959	1520	726
960	5033	857
961	1393	27
962	2375	156
963	1781	606
964	4360	820
965	5065	609
966	4707	704
967	4232	386
968	5913	443
969	3551	591
970	4541	504
971	3246	816
972	4938	145
973	4314	658
974	4920	525
975	2237	833
976	4627	965
977	3091	173
978	2391	154
979	4426	872
980	1882	712
981	2781	952
982	4433	426
983	5347	751
984	790	615
985	4403	87
986	4553	564
987	701	314
988	2691	316
989	1900	172
990	3212	547
991	4986	167
992	3506	992
993	5299	792
994	2038	494
995	1049	830
996	4620	667
997	2648	14
998	1287	530
999	1289	374
1000	2118	932
1001	4093	182
1002	5074	204
1003	1257	178
1004	5812	138
1005	4925	4
1006	5615	532
1007	2807	677
1008	5482	227
1009	2934	714
1010	3657	86
1011	3338	524
1012	3606	869
1013	2540	61
1014	1739	987
1015	1775	847
1016	1780	853
1017	5489	543
1018	5504	627
1019	2508	327
1020	5395	691
1021	5081	116
1022	4390	63
1023	5482	209
1024	2123	692
1025	1288	885
1026	1270	399
1027	5024	182
1028	2998	117
1029	4057	957
1030	5236	45
1031	5900	978
1032	5652	951
1033	4939	75
1034	4028	856
1035	4781	276
1036	5390	96
1037	5083	868
1038	2073	383
1039	5084	487
1040	5823	140
1041	4898	505
1042	5341	319
1043	4616	806
1044	894	722
1045	1276	790
1046	5965	385
1047	3192	842
1048	4458	849
1049	1657	746
1050	2089	828
1051	3774	414
1052	5582	836
1053	5998	13
1054	3726	949
1055	5591	52
1056	2233	148
1057	5945	717
1058	2037	477
1059	1240	617
1060	1822	995
1061	902	907
1062	4656	981
1063	2195	501
1064	4013	986
1065	1539	411
1066	1770	82
1067	1888	140
1068	3663	379
1069	3793	41
1070	2388	727
1071	1944	89
1072	4934	58
1073	3351	847
1074	2794	754
1075	3823	233
1076	4658	565
1077	3528	269
1078	4883	674
1079	4235	941
1080	3633	500
1081	2751	586
1082	4886	513
1083	5200	208
1084	5591	851
1085	1535	874
1086	5431	62
1087	2277	486
1088	4724	950
1089	1269	689
1090	3243	436
1091	1255	872
1092	2800	926
1093	4216	638
1094	3604	957
1095	2554	886
1096	4471	643
1097	3278	819
1098	2499	650
1099	2281	287
1100	1804	293
1101	5593	545
1102	3857	716
1103	2503	685
1104	2115	49
1105	3396	840
1106	3702	979
1107	3143	118
1108	2792	516
1109	1702	865
1110	5200	212
1111	4195	967
1112	3354	273
1113	1558	250
1114	3749	479
1115	1471	110
1116	4153	822
1117	3245	188
1118	3416	561
1119	2162	681
1120	3801	979
1121	2662	500
1122	3070	511
1123	2390	734
1124	1663	369
1125	2947	825
1126	3138	434
1127	3016	997
1128	4055	957
1129	932	324
1130	3634	91
1131	1279	789
1132	5485	399
1133	1695	746
1134	3339	274
1135	3906	835
1136	1968	509
1137	2179	871
1138	5159	161
1139	3454	991
1140	5753	429
1141	1060	207
1142	988	322
1143	4144	218
1144	2734	484
1145	3637	557
1146	3436	953
1147	1373	495
1148	5307	582
1149	3862	49
1150	2409	574
1151	1947	909
1152	4748	590
1153	3799	952
1154	1519	567
1155	1522	474
1156	3014	54
1157	2660	125
1158	817	903
1159	4589	582
1160	4669	971
1161	2615	15
1162	4512	49
1163	2387	287
1164	2722	785
1165	706	260
1166	3685	472
1167	4239	380
1168	1724	161
1169	3045	466
1170	4603	699
1171	1034	818
1172	2440	82
1173	1333	463
1174	3787	3
1175	3205	967
1176	5195	16
1177	2286	353
1178	1824	221
1179	1699	716
1180	2136	299
1181	3721	371
1182	3696	896
1183	5521	966
1184	2744	991
1185	5637	863
1186	3139	269
1187	5179	51
1188	5506	545
1189	4335	639
1190	5624	856
1191	4432	380
1192	2351	35
1193	2879	549
1194	1611	316
1195	1588	973
1196	5848	728
1197	1728	439
1198	1379	693
1199	2034	433
1200	1609	155
1201	1108	593
1202	1073	611
1203	3381	580
1204	1600	249
1205	3061	669
1206	3535	551
1207	4866	416
1208	3846	191
1209	1011	531
1210	3267	362
1211	4905	71
1212	5059	960
1213	5421	733
1214	1095	407
1215	5589	215
1216	2248	254
1217	3172	775
1218	4826	112
1219	2336	702
1220	3502	832
1221	2704	924
1222	5309	500
1223	3018	421
1224	5688	779
1225	5176	938
1226	4060	722
1227	5725	811
1228	2611	7
1229	4780	112
1230	4514	774
1231	3375	764
1232	2428	232
1233	2692	282
1234	1145	12
1235	4074	482
1236	5373	358
1237	709	653
1238	5910	871
1239	1764	324
1240	3465	471
1241	4895	296
1242	3678	985
1243	3773	571
1244	2317	657
1245	2895	773
1246	2512	198
1247	5901	756
1248	2433	615
1249	3865	639
1250	1354	156
1251	2485	931
1252	1453	363
1253	995	277
1254	4513	296
1255	5083	491
1256	4970	447
1257	3824	250
1258	5901	210
1259	1767	342
1260	4153	806
1261	5875	428
1262	3863	865
1263	1441	685
1264	2694	246
1265	2425	369
1266	2146	563
1267	1758	367
1268	1405	862
1269	1514	200
1270	5624	304
1271	5212	10
1272	5095	924
1273	5822	896
1274	3921	732
1275	4804	118
1276	2892	257
1277	5929	319
1278	1649	910
1279	2465	278
1280	1881	372
1281	5470	474
1282	5841	459
1283	1853	244
1284	2009	224
1285	1317	120
1286	993	3
1287	2883	349
1288	5754	968
1289	3870	674
1290	5460	245
1291	1105	645
1292	3199	208
1293	5759	17
1294	3752	882
1295	1690	224
1296	3500	877
1297	5874	558
1298	2837	378
1299	908	371
1300	4441	724
1301	4136	385
1302	3960	655
1303	1031	412
1304	5174	639
1305	2633	213
1306	2348	660
1307	2710	979
1308	2262	256
1309	710	763
1310	3372	202
1311	4235	366
1312	893	893
1313	3834	180
1314	836	855
1315	5706	576
1316	5616	228
1317	5826	175
1318	3859	693
1319	856	818
1320	1468	544
1321	1614	938
1322	3437	975
1323	5538	869
1324	3332	999
1325	2093	148
1326	2692	277
1327	5291	505
1328	998	283
1329	2544	723
1330	1034	884
1331	2744	990
1332	4377	789
1333	2207	84
1334	4371	205
1335	2725	603
1336	1898	185
1337	3973	962
1338	850	730
1339	5201	62
1340	5892	724
1341	4318	28
1342	3833	797
1343	1759	651
1344	2615	463
1345	1328	314
1346	2524	307
1347	4696	262
1348	1534	183
1349	1990	728
1350	4358	830
1351	1630	293
1352	3964	661
1353	5585	191
1354	4193	906
1355	3225	327
1356	2996	287
1357	4636	340
1358	1762	358
1359	2813	898
1360	3821	634
1361	4525	231
1362	1156	69
1363	2070	920
1364	2984	356
1365	4959	846
1366	3276	122
1367	2668	151
1368	3601	391
1369	2883	931
1370	5338	10
1371	5955	457
1372	5924	792
1373	5366	58
1374	3689	415
1375	1024	800
1376	4853	347
1377	1434	57
1378	1271	946
1379	1791	548
1380	2829	3
1381	4727	304
1382	1238	631
1383	5154	312
1384	5549	593
1385	4899	810
1386	5714	468
1387	815	580
1388	4103	266
1389	1996	295
1390	1696	201
1391	2582	17
1392	2261	5
1393	1029	140
1394	5910	315
1395	923	603
1396	1679	865
1397	3504	873
1398	2020	689
1399	2579	356
1400	5741	569
1401	1457	972
1402	3994	252
1403	5222	316
1404	2420	559
1405	2896	843
1406	4412	912
1407	2604	202
1408	4131	744
1409	745	98
1410	3712	701
1411	2439	601
1412	3618	191
1413	4012	82
1414	5676	150
1415	2453	955
1416	5528	890
1417	2517	620
1418	1005	384
1419	2794	44
1420	1500	747
1421	5019	425
1422	5472	200
1423	5479	274
1424	3377	328
1425	1893	507
1426	4301	258
1427	4869	251
1428	1975	543
1429	2929	432
1430	4019	772
1431	2697	176
1432	1907	461
1433	5635	812
1434	3713	741
1435	1460	264
1436	2543	966
1437	5715	823
1438	5395	904
1439	4408	351
1440	2228	352
1441	3755	611
1442	5597	825
1443	2155	654
1444	1245	93
1445	2706	515
1446	5804	964
1447	2910	380
1448	2658	640
1449	1742	441
1450	2123	91
1451	4434	766
1452	1677	962
1453	1538	715
1454	2349	965
1455	2630	337
1456	5167	71
1457	1457	275
1458	1735	766
1459	2031	404
1460	1684	278
1461	4453	477
1462	2616	629
1463	2293	385
1464	3606	568
1465	3098	247
1466	4447	260
1467	1134	198
1468	4129	812
1469	2960	963
1470	4232	561
1471	2514	139
1472	4559	42
1473	4261	894
1474	5050	143
1475	1674	604
1476	2757	794
1477	2048	991
1478	2727	229
1479	2838	557
1480	4203	775
1481	1579	745
1482	3413	118
1483	4037	584
1484	5936	946
1485	4025	384
1486	2499	289
1487	4604	626
1488	5657	570
1489	4663	320
1490	5769	408
1491	3685	406
1492	2730	850
1493	5248	914
1494	728	92
1495	5020	419
1496	2862	871
1497	2298	893
1498	2790	599
1499	4018	611
1500	2884	89
1501	5496	876
1502	3429	801
1503	2099	100
1504	1001	629
1505	994	813
1506	3248	84
1507	3877	254
1508	1817	760
1509	2613	664
1510	2076	716
1511	3762	897
1512	1388	209
1513	5871	470
1514	5932	845
1515	1923	338
1516	5701	138
1517	5511	868
1518	3363	688
1519	5422	583
1520	3800	759
1521	5241	377
1522	888	3
1523	5669	325
1524	2135	49
1525	4311	635
1526	1956	964
1527	2558	697
1528	3407	8
1529	4652	306
1530	5068	795
1531	1295	213
1532	2809	719
1533	5304	344
1534	1632	732
1535	4679	524
1536	5305	779
1537	1113	501
1538	5252	202
1539	5265	128
1540	2138	652
1541	1751	940
1542	1562	597
1543	1230	981
1544	4869	212
1545	2591	495
1546	5692	585
1547	4721	791
1548	4126	645
1549	5885	318
1550	1409	595
1551	1487	539
1552	2276	159
1553	4757	459
1554	5391	850
1555	5136	310
1556	1476	619
1557	883	173
1558	3861	174
1559	963	802
1560	3976	889
1561	3651	965
1562	2688	257
1563	3781	285
1564	802	288
1565	5229	215
1566	1882	545
1567	5964	678
1568	3365	660
1569	4100	5
1570	5103	642
1571	1206	937
1572	2684	48
1573	2545	324
1574	3616	586
1575	1726	474
1576	3851	177
1577	4404	246
1578	897	185
1579	1567	42
1580	3756	482
1581	3029	598
1582	5974	623
1583	1157	603
1584	4013	358
1585	4250	938
1586	3517	45
1587	5845	977
1588	4901	620
1589	3826	328
1590	5512	258
1591	4588	434
1592	1199	382
1593	3985	47
1594	5180	748
1595	4091	319
1596	3327	601
1597	2968	350
1598	1769	499
1599	5691	752
1600	5793	746
1601	4401	193
1602	5554	257
1603	5689	550
1604	1791	723
1605	3101	418
1606	3850	837
1607	1406	319
1608	4663	7
1609	3366	614
1610	713	41
1611	4711	878
1612	4502	352
1613	3039	932
1614	3969	622
1615	4808	295
1616	4294	838
1617	2643	163
1618	3666	541
1619	3442	838
1620	3031	71
1621	5153	124
1622	2261	223
1623	4538	660
1624	3175	110
1625	3887	196
1626	5974	329
1627	4671	921
1628	5941	821
1629	3220	565
1630	5020	11
1631	5643	585
1632	5717	159
1633	4618	757
1634	3187	972
1635	4722	208
1636	3289	666
1637	1621	933
1638	1759	634
1639	3789	495
1640	4023	782
1641	3160	508
1642	806	580
1643	2285	351
1644	1169	446
1645	1617	739
1646	1045	953
1647	818	430
1648	1429	256
1649	1635	136
1650	3261	968
1651	1708	497
1652	2556	395
1653	4446	330
1654	1517	818
1655	4522	356
1656	1961	981
1657	5669	34
1658	3593	426
1659	3691	368
1660	5254	390
1661	4240	24
1662	4929	21
1663	1452	536
1664	4108	745
1665	4911	945
1666	3122	447
1667	760	660
1668	3834	969
1669	1534	626
1670	5325	970
1671	1738	272
1672	4539	818
1673	3354	85
1674	779	989
1675	5383	713
1676	4364	810
1677	2165	95
1678	2288	167
1679	4400	331
1680	2037	172
1681	4339	411
1682	819	778
1683	5460	792
1684	5837	279
1685	3043	578
1686	2118	939
1687	3320	890
1688	1724	397
1689	2285	981
1690	3452	58
1691	3460	655
1692	5259	83
1693	2038	648
1694	1602	918
1695	2606	425
1696	2130	828
1697	2678	702
1698	2199	786
1699	2018	948
1700	5573	710
1701	1309	737
1702	3597	306
1703	3058	753
1704	2368	387
1705	5475	903
1706	5296	718
1707	4996	195
1708	4145	33
1709	3613	941
1710	3480	251
1711	3990	53
1712	5567	18
1713	2332	441
1714	3695	793
1715	3917	408
1716	1484	352
1717	1021	810
1718	5695	784
1719	1269	555
1720	4076	500
1721	2464	784
1722	785	457
1723	3654	552
1724	788	179
1725	972	251
1726	1951	309
1727	2940	670
1728	1171	63
1729	5037	530
1730	5988	5
1731	1694	522
1732	4832	494
1733	4701	516
1734	4184	2
1735	2038	867
1736	5602	996
1737	2308	25
1738	5563	838
1739	890	462
1740	3136	756
1741	2945	387
1742	4629	357
1743	1608	840
1744	5624	392
1745	4519	880
1746	5817	578
1747	3650	633
1748	2353	811
1749	721	523
1750	4420	43
1751	5441	16
1752	5607	186
1753	2424	241
1754	724	398
1755	4682	252
1756	842	357
1757	1070	242
1758	3779	801
1759	4836	423
1760	2408	916
1761	3807	266
1762	2186	373
1763	5473	348
1764	3024	672
1765	4478	107
1766	5115	514
1767	4725	418
1768	5265	408
1769	3142	557
1770	865	931
1771	5126	532
1772	4092	469
1773	5219	609
1774	3391	315
1775	972	512
1776	861	582
1777	1761	787
1778	3115	629
1779	4596	554
1780	2208	979
1781	4951	334
1782	4329	645
1783	2918	514
1784	3865	653
1785	2717	174
1786	2502	225
1787	2776	392
1788	1124	55
1789	4015	812
1790	3456	293
1791	5148	124
1792	3984	202
1793	1104	253
1794	2359	973
1795	5797	233
1796	4265	908
1797	2138	54
1798	1380	502
1799	5187	996
1800	965	340
1801	759	856
1802	5650	879
1803	1605	806
1804	1703	809
1805	4445	401
1806	717	924
1807	875	993
1808	1436	679
1809	4483	483
1810	3713	167
1811	1760	625
1812	4360	149
1813	3351	433
1814	5750	339
1815	2096	579
1816	1803	631
1817	4735	181
1818	2188	984
1819	1706	742
1820	864	271
1821	1032	505
1822	2110	561
1823	1915	750
1824	5335	279
1825	5545	451
1826	4874	364
1827	2962	884
1828	1438	387
1829	1573	786
1830	2702	739
1831	5221	851
1832	3588	129
1833	1721	373
1834	1559	853
1835	4471	156
1836	3288	973
1837	3094	299
1838	1249	696
1839	2599	130
1840	5569	752
1841	3656	674
1842	2949	814
1843	4891	845
1844	1778	878
1845	918	895
1846	5040	404
1847	2627	293
1848	2911	213
1849	5785	138
1850	2650	857
1851	3811	23
1852	3706	760
1853	5797	816
1854	5533	129
1855	4833	444
1856	850	35
1857	5295	627
1858	1657	180
1859	2959	732
1860	2487	349
1861	1597	285
1862	4999	818
1863	2481	85
1864	3925	160
1865	5369	892
1866	4600	221
1867	4737	63
1868	1570	536
1869	1265	666
1870	5213	976
1871	5641	75
1872	1218	598
1873	5287	784
1874	3544	737
1875	1292	239
1876	4864	228
1877	4943	20
1878	4340	303
1879	1817	750
1880	2941	878
1881	1795	753
1882	2011	889
1883	4451	809
1884	2147	805
1885	3151	646
1886	1083	762
1887	5364	362
